"id","nama","email","pekerjaan","wilayah","umur","pendapatan","status_pernikahan","tanggal_survey"
223,Gawati Damayanti,kala.jelita@gmail.com,Human Quality Strategist,Purwodadi,19,24069274.00,true,2025-10-02
224,Violet Violet Salsabilla,langgeng_nathania78@yahoo.co.id,Direct Solutions Designer,Cikampek,36,10201553.00,true,2025-11-01
225,Sasha Maryati,asmianto39@yahoo.com,Dynamic Accounts Architect,Sragen,57,20240493.00,false,2025-04-29
226,Wisnu Wisnu Wasita,hardi.leilani7@gmail.com,Customer Applications Strategist,Ciamis,56,19910851.00,false,2025-04-14
227,Najam Najam Oktavian,okto_pratiwi@yahoo.com,Dynamic Infrastructure Agent,Klaten,52,23483064.00,false,2026-03-24
228,Jaya Jaya Firmansyah,cahyo.tarihoran16@gmail.co.id,Dynamic Security Technician,Blitar,45,20683614.00,false,2025-11-12
229,Vicky Suartini,novita61@gmail.co.id,Direct Assurance Consultant,Baa,45,10776631.00,false,2026-02-21
230,Bahuraksa Hidayat,labuh.juwita@yahoo.co.id,Forward Solutions Liaison,Salatiga,45,3955018.00,true,2025-06-30
231,Ina Ina Melinda,dewi92@gmail.co.id,Legacy Markets Representative,Polewali,31,18877506.00,false,2025-06-12
232,Halim Enteng,wani.prasasta69@gmail.com,Regional Security Director,Maros,56,22357128.00,true,2025-11-07
233,Chelsea Haryanti,leo.halimah43@gmail.com,District Data Assistant,Demak,38,12378882.00,false,2025-12-27
234,Astuti Cici,eka38@gmail.co.id,Regional Solutions Engineer,"Negara,Bali",43,11693372.00,true,2026-01-01
235,Andini Febrina,kania21@gmail.com,Central Mobility Specialist,Magetan,50,24147968.00,false,2025-06-26
236,Gandewa Putra,yosef_nuraini40@yahoo.com,Chief Quality Specialist,Jombang,31,10809550.00,false,2025-08-01
237,Hastuti Rachel,makara_utami@yahoo.co.id,Dynamic Communications Engineer,Jeneponto,20,21092964.00,false,2026-02-08
238,Syahreza Harsaya,ani.putra46@yahoo.co.id,Global Directives Technician,Buol,46,12753415.00,true,2025-08-05
239,Umi Wastuti,daruna.waluyo59@yahoo.com,Direct Research Producer,Purworejo,39,5649273.00,true,2025-07-19
240,Mitra Nanda,cinta33@yahoo.co.id,Chief Quality Executive,Tigaraksa,46,22850101.00,false,2025-10-02
241,Rini Putri,padma_maryati@gmail.co.id,Lead Configuration Liaison,Blora,59,15589789.00,true,2025-11-21
242,Karma Perdana,cecep80@yahoo.com,Investor Marketing Administrator,Tomohon,48,22451740.00,false,2025-05-20
243,Rina Rina Aryanti,daniswara_nainggolan60@gmail.com,Product Response Representative,Blitar,49,21814261.00,true,2025-11-09
244,Malik Thamrin,dina_winarno85@yahoo.com,Principal Intranet Assistant,Jakarta,61,9466989.00,true,2025-09-20
245,Jarwi Latupono,dartono46@gmail.co.id,Human Branding Executive,Salatiga,19,16953241.00,false,2025-08-09
246,Danuja Yulianto,zaenab6@gmail.com,Forward Paradigm Representative,Tigaraksa,45,18740261.00,false,2025-10-07
247,Lailasari Laksita,embuh.hutagalung@gmail.com,International Brand Analyst,Watan Soppeng,52,3801145.00,false,2025-08-11
248,Usamah Unjani,dwi.yulianti@yahoo.co.id,District Solutions Director,Sumenep,58,4562275.00,true,2026-01-16
249,Warsita Warsita Kusumo,fitri12@gmail.com,Human Solutions Analyst,Garut,19,4998319.00,true,2025-05-10
250,Bahuwirya Simanjuntak,cindy26@yahoo.com,Lead Functionality Assistant,Depok,33,6501785.00,true,2025-10-04
251,Hutasoit Ade,ida.oktaviani83@yahoo.co.id,Senior Accountability Technician,Tondano,63,6328078.00,false,2025-06-15
252,Olivia Leilani,zaenab_usamah@gmail.co.id,Regional Research Consultant,Waibakul,21,14899406.00,false,2026-03-28
253,Aryanti Diah,margana.agustina34@gmail.co.id,Senior Research Engineer,Pasuruan,52,14214281.00,true,2025-10-11
254,Andini Lili,yuni.melinda@yahoo.co.id,Senior Integration Technician,Malang,29,12057870.00,false,2025-04-01
255,Bakiman Bakiman Wacana,nilam25@gmail.co.id,Customer Accountability Technician,Jakarta,60,13218486.00,true,2026-02-26
256,Makara Makara Salahudin,martana_yolanda@gmail.com,Human Creative Facilitator,Gorontalo,32,6886628.00,true,2025-12-29
257,Suci Azizah,mursinin.abimanyu61@yahoo.co.id,Future Communications Representative,Negara,51,5542240.00,false,2026-02-03
258,Dartono Dartono Marpaung,enteng_palastri@gmail.co.id,Principal Solutions Consultant,Kupang,18,11318362.00,true,2025-07-21
259,Paramita Susanti,irnanto_gunarto20@gmail.co.id,International Division Analyst,Pinrang,47,4584645.00,true,2025-12-09
260,Hasan Hasan Maulana,prayogo74@yahoo.com,Human Integration Facilitator,Pandeglang,56,16162784.00,false,2025-10-03
261,Riyanti Dewi,paulin.yulianti75@gmail.co.id,Corporate Identity Developer,Rembang,51,21152638.00,true,2026-01-06
262,Surya Napitupulu,harimurti84@yahoo.co.id,Direct Tactics Director,Soe,57,15452319.00,true,2026-02-11
263,Maida Fujiati,purwanto.handoko99@yahoo.co.id,Global Quality Representative,Banggai,38,4186812.00,false,2025-09-23
264,Unjani Unjani Yuniar,oni.saefullah@yahoo.com,Central Interactions Representative,Makale,48,12169979.00,false,2025-08-26
265,Setiawan Opung,gina_marbun@gmail.co.id,Dynamic Identity Assistant,Takalar,31,3270377.00,false,2025-09-19
266,Warsa Irawan,okta_elvina@yahoo.com,Dynamic Tactics Associate,Luwuk,38,3536588.00,true,2025-08-14
267,Diana Diana Farida,tasdik_bagaskara@yahoo.co.id,National Implementation Specialist,Ratahan,41,24542628.00,true,2025-08-27
268,Mandala Nasab,hasna_najmudin@gmail.com,Senior Operations Producer,Pamekasan,36,23393886.00,false,2025-04-23
269,Pradipta Zaki,reza.pertiwi@gmail.co.id,Lead Division Coordinator,Majalengka,57,8891324.00,true,2025-08-29
270,Pratama Panca,darmana52@gmail.co.id,Forward Creative Designer,Mungkid,28,21429364.00,false,2025-12-27
271,Pardi Pardi Gunawan,shania58@gmail.co.id,Direct Data Engineer,Tabanan,28,15677547.00,false,2025-06-05
272,Aryanti Ida,gatot_santoso49@gmail.com,Internal Integration Engineer,Pemalang,50,24786104.00,true,2025-12-30
273,Gilda Sudiati,prima_lazuardi@yahoo.com,Human Division Designer,Kudus,27,6900754.00,true,2025-10-08
274,Suartini Rahmawati,devi.farida@yahoo.co.id,Customer Quality Associate,Luwuk,43,22337795.00,false,2025-06-30
275,Najam Najam Siregar,clara57@yahoo.com,National Tactics Agent,Denpasar,52,7080544.00,true,2025-04-03
276,Tania Tania Ardiyanti,lestari_suryatmi27@gmail.co.id,Central Interactions Architect,Buranga,50,18669489.00,false,2025-05-22
277,Irwan Napitupulu,ade21@gmail.com,Regional Identity Engineer,Bolaang Uki,42,9568358.00,true,2025-07-30
278,Hari Hari Nashiruddin,paramita_alamsyah96@gmail.com,National Mobility Coordinator,Ratahan,60,8160216.00,false,2025-12-09
279,Oman Oman Ardianto,ella_afifah@gmail.co.id,Future Data Associate,Bumiayu,63,21854944.00,false,2025-08-26
280,Umaya Prayoga,salsabila.nurlaela@yahoo.co.id,Customer Markets Agent,Cikampek,62,17019860.00,false,2025-04-21
281,Eli Hartati,kamidin89@yahoo.co.id,Senior Research Agent,Pangkajene,22,16525085.00,true,2025-10-14
282,Opung Opung Hardiansyah,jagaraga_sitorus86@yahoo.com,International Infrastructure Engineer,Takalar,59,11557697.00,true,2026-01-09
283,Cagak Maryadi,ria.darmawan4@gmail.co.id,Customer Division Director,Waingapu,62,3886004.00,true,2025-10-22
284,Lidya Winarsih,elvina62@gmail.co.id,Senior Markets Agent,Caruban,34,6145517.00,true,2025-08-19
285,Diana Hasanah,lutfan.nuraini50@yahoo.com,Principal Implementation Designer,Palopo,23,5013785.00,false,2025-12-09
286,Ira Ira Jelita,cinthia_wastuti22@yahoo.com,Global Identity Executive,Bekasi,18,15986063.00,true,2025-08-01
287,Prasetyo Lasmanto,makara_suryatmi@yahoo.co.id,Human Creative Representative,Tilamuta,64,7106392.00,true,2025-11-11
288,Titin Titin Mustika,hari44@yahoo.co.id,Direct Configuration Designer,Bulukumba,47,8418235.00,true,2025-10-14
289,Intan Intan Rahayu,gaduh_wijayanti80@yahoo.co.id,Investor Response Technician,Batang,51,11765977.00,true,2025-12-07
290,Hutapea Galuh,puput.purnawati41@yahoo.co.id,Legacy Implementation Representative,Anyer,32,4018613.00,false,2025-04-23
291,Umay Damanik,asmianto_suryatmi@gmail.com,Future Mobility Engineer,Negara,52,23820567.00,false,2025-11-01
292,Nathania Kani,kairav24@gmail.com,Corporate Research Liaison,Sukabumi,18,24710783.00,true,2026-03-10
293,Maryadi Maryadi Dirgantara,ade.yuniar@yahoo.com,Future Accountability Representative,Tabanan,35,8054793.00,true,2025-03-30
294,Ardiyanti Tri,devi.puspita@gmail.com,District Accounts Technician,Rangkasbitung,61,24574697.00,false,2026-01-01
295,Harsaya Harsaya Wibisono,tania26@gmail.com,Dynamic Brand Engineer,Wonogiri,54,15575689.00,false,2025-06-15
296,Zelaya Agustina,umaya76@yahoo.com,Senior Mobility Planner,Suwawa,43,10221477.00,false,2026-02-05
297,Widya Widya Mardhiyah,eka31@gmail.co.id,Internal Applications Representative,Waibakul,50,5571345.00,false,2025-07-24
298,Hermawan Chandra,kiandra_andriani20@gmail.com,National Data Strategist,Andolo,35,15644406.00,false,2026-03-19
299,Pranawa Pranawa Maryadi,putu_purwanti87@yahoo.com,Chief Branding Developer,Atambua,54,5390163.00,false,2025-03-29
300,Putri Maheswari,virman_marpaung13@gmail.co.id,Customer Metrics Technician,Sukoharjo,60,18119289.00,true,2025-12-28
301,Fathonah Fathonah Ramadhani,asmuni.saptono88@gmail.co.id,Senior Web Analyst,Jakarta,26,10788091.00,false,2025-08-01
302,Umaya Halim,harjo_maryati38@yahoo.com,Corporate Creative Supervisor,Bulukumba,46,17935541.00,true,2025-09-08
303,Respati Respati Siregar,zelda62@yahoo.com,Forward Data Planner,Banjar (Jawa Barat),18,21179590.00,false,2025-08-14
304,Santoso Dartono,yani.nasyidah@yahoo.com,Investor Division Technician,Sinjai,19,5838796.00,false,2025-05-11
305,Ibrani Ibrani Sihotang,rosa76@gmail.com,Global Operations Technician,Kupang,49,4212349.00,false,2025-12-06
306,Hamima Hamima Palastri,arsipatra47@yahoo.co.id,Senior Group Consultant,Manado,42,12041365.00,false,2025-04-05
307,Hidayanto Yoga,calista.wastuti84@gmail.com,Customer Assurance Associate,Magelang,19,10883629.00,false,2025-11-10
308,Adika Adika Syahreza,cornelia_sihombing95@yahoo.co.id,Senior Program Technician,Pacitan,18,11221178.00,false,2026-02-01
309,Sabian Gamblang,febriana_nurlaela66@yahoo.com,Dynamic Marketing Facilitator,Takalar,38,6464849.00,true,2026-03-09
310,Mumpuni Firgantoro,abyasa_marpaung31@gmail.com,Lead Markets Facilitator,Kendari,35,20991353.00,true,2025-07-13
311,Jaeman Jaeman Wibowo,ayu.yolanda36@yahoo.co.id,Central Security Analyst,Kuningan,25,13064175.00,true,2025-04-30
312,Febrianti Unjani,wirda98@gmail.com,Corporate Identity Agent,Surakarta,50,9229353.00,false,2025-11-08
313,Gadis Gadis Ardiyanti,diah_nuraini48@yahoo.co.id,Direct Accounts Designer,Labuhan Bajo,21,14224777.00,false,2025-05-23
314,Pranata Siregar,tasnim47@gmail.co.id,Forward Implementation Agent,Cibinong,56,9035613.00,false,2025-09-28
315,Yunita Yunita Nuraini,galiono_aryanti@gmail.co.id,Central Research Manager,Cilacap,28,9087231.00,false,2025-12-15
316,Jessica Jessica Nuraini,wakiman.darmawan93@gmail.co.id,Corporate Paradigm Assistant,Takalar,31,17017330.00,false,2026-03-22
317,Mala Susanti,adikara61@gmail.co.id,Legacy Research Architect,Pamekasan,53,17559945.00,true,2025-11-10
318,Yunita Sudiati,tri19@gmail.co.id,Human Factors Administrator,Bandung,61,12624375.00,true,2025-05-29
319,Airlangga Danuja,ganda_nurdiyanti22@gmail.com,Forward Communications Technician,Tulungagung,25,19557137.00,true,2025-10-31
320,Bakiadi Bakiadi Faresta,maria_ardianto67@gmail.co.id,Corporate Directives Facilitator,Buranga,26,14156258.00,true,2025-11-19
321,Suryatmi Naura,puti12@gmail.co.id,Central Optimization Assistant,Pemalang,20,18133246.00,false,2025-10-15
322,Pratiwi Unjani,yessi68@yahoo.co.id,International Markets Supervisor,Amurang,61,5348322.00,false,2025-07-03
323,Zaenab Kusuma,warta11@gmail.co.id,Direct Operations Consultant,Sukoharjo,43,11686266.00,true,2025-12-03
324,Baktianto Hutagalung,wisnu.wijaya@yahoo.com,Senior Data Technician,Tutuyan,59,6089561.00,true,2025-06-14
325,Prabowo Cakrawangsa,puspa_uwais85@yahoo.com,Dynamic Usability Liaison,Bau-Bau,47,14949908.00,false,2025-07-25
326,Rachel Rachel Laksita,warsa52@gmail.com,Regional Integration Planner,Unaaha,26,21683504.00,false,2025-10-09
327,Lasmono Samosir,dodo77@gmail.com,Forward Factors Designer,Gorontalo,60,16357960.00,false,2025-05-15
328,Eka Eka Handoko,jarwadi30@yahoo.co.id,Global Communications Orchestrator,Maumere,65,3536762.00,true,2026-03-17
329,Zulaikha Hariyah,mala18@yahoo.com,Product Infrastructure Producer,Ciamis,21,15467970.00,true,2025-09-24
330,Adriansyah Langgeng,ulva.yulianti@yahoo.co.id,Legacy Optimization Liaison,Atambua,36,8207850.00,true,2025-05-05
331,Nashiruddin Empluk,anita.rahimah@yahoo.co.id,Future Configuration Coordinator,Karangasem,55,24341836.00,true,2025-04-13
332,Kamila Kamila Handayani,karen_wahyuni@yahoo.co.id,Product Division Engineer,Tutuyan,40,19006327.00,false,2025-08-22
333,Yance Safitri,tiara_mustika@yahoo.co.id,Product Branding Designer,Sidenreng,41,11711978.00,true,2025-12-16
334,Prasetyo Budiyanto,ratih.salahudin47@yahoo.co.id,National Marketing Orchestrator,Banyumas,39,4602652.00,true,2025-10-12
335,Dwi Dwi Mangunsong,ifa_rachmawati59@gmail.co.id,Future Assurance Director,Cikampek,43,22527644.00,true,2025-09-25
336,Ella Ella Laksmiwati,balangga.widodo30@gmail.co.id,Chief Brand Architect,Situbondo,29,12796573.00,false,2025-03-30
337,Ghaliyati Ghaliyati Suartini,ira_wastuti38@gmail.co.id,Internal Creative Agent,Ngawi,58,9853467.00,false,2026-02-22
338,Abiputra Xanana,jati21@yahoo.com,Future Brand Executive,Maros,60,20555554.00,true,2025-04-30
339,Narpati Sabar,zulaikha_pertiwi@gmail.co.id,Senior Configuration Planner,Banjarnegara,40,4681110.00,false,2026-03-28
340,Ditya Ditya Winarsih,sasha72@gmail.co.id,Chief Accountability Supervisor,Marisa,47,20788477.00,false,2025-11-28
341,Azzahra Salsabila,diana.ramadan42@gmail.co.id,Corporate Division Consultant,Ratahan,24,22764732.00,false,2025-06-11
342,Ayu Andini,icha.rajata@yahoo.co.id,Legacy Security Consultant,Bolaang Uki,21,10438680.00,true,2025-11-11
343,Jarwi Jarwi Budiman,dadap62@yahoo.com,Chief Implementation Manager,Kalabahi,35,19305942.00,false,2025-07-02
344,Daryani Daryani Nashiruddin,yulia.waluyo@yahoo.com,Dynamic Integration Technician,Pinrang,60,11522282.00,true,2026-01-17
345,Bagaskara Ibun,asmianto_uwais94@gmail.com,Central Data Orchestrator,Tangerang,32,16537392.00,true,2025-06-21
346,Salahudin Kariman,martani.widiastuti@gmail.com,Chief Research Agent,Pemalang,34,22070262.00,false,2025-09-13
347,Jamal Fabian,fara.fernanda60@gmail.com,Investor Response Orchestrator,Selong,36,13973724.00,false,2026-01-07
348,Prasetyo Naradi,karma65@yahoo.co.id,Future Factors Developer,Tegal,30,17410233.00,true,2025-05-20
349,Upik Upik Wijaya,paris3@gmail.com,International Accounts Representative,Sengkang,50,6538372.00,true,2025-04-17
350,Laksita Laksita Hasanah,mala14@gmail.co.id,International Division Designer,Sumedang,22,10953435.00,false,2025-06-20
351,Wacana Raden,tantri74@gmail.com,Human Group Architect,Kebumen,64,17139070.00,false,2026-01-09
352,Adika Wacana,nilam8@gmail.com,Product Directives Liaison,Suwawa,19,21480391.00,false,2025-07-14
353,Cakrabuana Cakrabuana Hutagalung,asmadi_alamsyah39@gmail.co.id,Principal Data Facilitator,Tahuna,22,19292619.00,false,2025-09-29
354,Elma Elma Yulianti,ade.suartini@gmail.com,Product Accountability Supervisor,Kediri,28,4735909.00,false,2025-05-15
355,Gandewa Prasetyo,cawisadi3@yahoo.co.id,Central Branding Specialist,Pamekasan,45,11403910.00,false,2026-02-16
356,Rika Rika Padmasari,malika98@gmail.co.id,International Tactics Planner,Ngamprah,50,5775513.00,true,2026-01-13
357,Tasnim Handoko,pratiwi_lailasari79@yahoo.com,Dynamic Operations Director,Wates,29,24876691.00,false,2025-09-26
358,Pangestu Bahuwirya,kasusra.budiyanto97@gmail.co.id,Senior Optimization Consultant,Wlingi,48,3665164.00,true,2026-03-13
359,Indira Azzahra,edison_nurlaela59@yahoo.co.id,Dynamic Usability Engineer,Pekalongan,51,21290833.00,true,2025-11-27
360,Juli Elvina,lintang.ramadhani@yahoo.com,Chief Functionality Developer,Pacitan,44,8098166.00,false,2025-11-08
361,Dacin Dacin Pratama,gina.widodo23@gmail.com,Legacy Integration Technician,Marisa,50,20151793.00,false,2025-07-01
362,Pudjiastuti Kasiyah,zulaikha5@gmail.co.id,Global Group Coordinator,Tahuna,27,12641962.00,true,2025-08-16
363,Legawa Legawa Wardana,puti57@gmail.com,Internal Optimization Coordinator,Ngawi,22,24109847.00,false,2025-07-10
364,Iswahyudi Ibun,umar.yuliarti@gmail.co.id,Lead Optimization Representative,Malili,53,6716048.00,false,2026-02-10
365,Adhiarja Situmorang,wardi.putra@yahoo.com,Chief Marketing Developer,Pinrang,37,22635953.00,true,2025-03-30
366,Afifah Elma,dalima_saputri48@yahoo.com,National Quality Manager,Masamba,58,24479787.00,true,2025-04-16
367,Mahfud Mahfud Januar,kania84@yahoo.co.id,Principal Branding Facilitator,Ponorogo,25,11250600.00,false,2025-08-03
368,Purnawati Jamalia,maimunah_hidayat83@gmail.com,Lead Group Specialist,Cilacap,38,18044595.00,false,2026-03-28
369,Ana Ana Farida,dwi25@gmail.co.id,Internal Identity Technician,Kota Raha,26,10141090.00,true,2025-09-12
370,Humaira Humaira Kahyang,virman.halimah@yahoo.com,District Marketing Director,Boyolali,38,7498860.00,true,2025-11-03
371,Ana Uyainah,fitriani_napitupulu@yahoo.com,Investor Applications Supervisor,Majene,60,9680883.00,false,2025-09-10
372,Himawan Karta,sartika_yulianti@yahoo.co.id,Future Assurance Associate,Buranga,47,9811315.00,true,2025-06-29
373,Mahfud Prasasta,mutia19@gmail.co.id,Central Functionality Consultant,Bondowoso,32,19342838.00,false,2025-08-13
374,Kamaria Nurlaela,eva38@gmail.com,Forward Response Specialist,Waikabubak,49,12650034.00,false,2025-10-03
375,Galar Herlambang,rosalina_wacana88@yahoo.com,Dynamic Implementation Supervisor,Kuningan,24,5408407.00,true,2025-10-24
376,Wibisono Lanang,irnanto98@gmail.com,Investor Security Planner,Mamuju,52,14530289.00,true,2025-12-26
377,Lembah Lembah Sudrajat,mursinin_fathina45@yahoo.com,Senior Response Executive,Jombang,25,22816212.00,false,2025-10-23
378,Febian Banawi,faizah.thamrin3@gmail.com,National Data Strategist,Singaparna,35,13731285.00,true,2025-08-05
379,Siregar Karja,panji_syahreza53@gmail.com,Product Tactics Coordinator,Pelabuhan Ratu,39,13416337.00,true,2025-11-05
380,Wijayanti Sadina,citra_susanti@gmail.co.id,Central Tactics Analyst,Kefamenanu,32,20116724.00,false,2025-12-27
381,Cakrawangsa Cakrawangsa Wasita,novita94@gmail.co.id,Senior Assurance Associate,Kwandang,19,7647713.00,true,2025-09-18
382,Dariati Dariati Budiman,vera.irawan@yahoo.co.id,District Factors Assistant,Lumajang,48,14046427.00,true,2025-06-27
383,Zizi Halimah,elma.lesmana82@yahoo.com,Global Security Administrator,Klaten,44,6000709.00,false,2025-08-23
384,Febi Febi Wijayanti,titi41@gmail.com,Product Branding Liaison,Gianyar,18,16713734.00,true,2025-05-27
385,Indira Indira Usamah,cawuk9@yahoo.com,Senior Operations Director,Sunggu Minasa,31,7958635.00,true,2025-06-12
386,Cornelia Nathania,ajiono_rahayu4@gmail.com,Global Accounts Liaison,Sleman,59,8088054.00,false,2025-05-06
387,Yudhistira Garan,jelita_fabian66@gmail.com,Central Paradigm Director,Lamongan,60,23694827.00,true,2025-04-05
388,Nababan Prakosa,paulin52@yahoo.co.id,Customer Metrics Designer,Soreang,36,17418559.00,false,2026-03-25
389,Juli Juli Astuti,tantri_hutapea@gmail.com,Customer Security Consultant,Taliwang,28,9845991.00,true,2026-03-21
390,Wibisono Edi,adinata_mahardika@gmail.com,Lead Group Administrator,Cilegon,38,6545990.00,true,2025-04-25
391,Marbun Darman,fitriani.puspita90@gmail.co.id,Legacy Group Supervisor,Mamuju,61,5175209.00,true,2025-05-08
392,Rafid Haikal,irma10@yahoo.com,Senior Applications Executive,Yogyakarta,25,12317077.00,false,2026-02-18
393,Zizi Padmasari,farhunnisa.simanjuntak@yahoo.com,Forward Interactions Consultant,Lamongan,33,18577252.00,true,2025-06-13
394,Gamblang Firmansyah,asirwanda.astuti2@yahoo.co.id,Senior Factors Planner,Nganjuk,43,5597425.00,false,2025-12-25
395,Nathania Oliva,lasmono.rajata93@gmail.com,Principal Paradigm Officer,Ondong Siau,28,11027742.00,true,2025-07-07
